name,ttm,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986
	NetIncome,"-31,800,000","-11,475,000","-5,286,000","-7,141,000","-7,898,000","-6,660,000","-6,010,000","-1,479,000","-8,105,000","-8,192,000","-7,038,000","-5,571,000","-7,023,000","-9,504,000","-5,229,514","-4,101,628","-7,427,440","-5,638,557","-2,499,179","-2,124,079","-2,060,179","-3,762,025","-5,626,984","-2,305,373","-2,802,696","-3,676,091","-3,611,493","-2,978,858","-3,190,873","-3,575,201","-6,491,266","-3,238,174","-3,741,471","-4,239,564","-4,108,795","-3,552,781","-3,457,799","-3,437,508","-4,042,105","-2,236,809","-1,029,719","-2,109,325","-2,136,986","-3,113,170","250,438","905,212","-375,072","-464,911","-230,388","-245,928","15,172,776","-130,974","138,991","-134,461","-120,792","-582,839","-177,376","-159,702","-19,568","-456,995","-158,091","-114,326","-147,622","-61,925","-106,062","-51,573","139,575","379","-82,319","-588,247","1,041,692","1,171,421","8,839","74,727","-144,930","-343,797","-433,548","-359,486","-657,736","-370,461","-768,000","-806,981","-1,190,000","3,177,171","-543,781","-691,996","-597,901","-817,499","-643,328","-800,000","-600,000","-500,000","-300,000","-700,000","-200,000","-300,000","-300,000",,"200,000","-600,000","-1,500,000","-300,000",,"0","100,000","-700,000","-100,000","-100,000","200,000",,"100,000","0",,"200,000","400,000","200,000","200,000","100,000","200,000","200,000","200,000","300,000","300,000","200,000","200,000","200,000","200,000",,"-200,000",,"200,000",,,,,,,,,,,,
		NetIncomeIncludingNoncontrollingInterests,"-31,800,000","-11,475,000","-5,286,000","-7,141,000","-7,898,000","-6,660,000","-6,010,000","-1,479,000","-8,105,000","-8,192,000","-7,038,000","-5,571,000","-7,023,000","-9,504,000","-5,229,514","-4,101,628","-7,427,440","-5,638,557","-2,499,179","-2,124,079","-2,060,179","-3,762,025","-5,626,984","-2,305,373","-2,802,696","-3,676,091","-3,611,493","-2,978,858","-3,190,873","-3,575,201","-6,491,266","-3,238,174","-3,741,471","-4,239,564","-4,108,795","-3,552,781","-3,457,799","-3,437,508","-4,042,105","-2,236,809","-1,029,719","-2,109,325","-2,136,986","-3,113,170","250,438","905,212","-375,072","-464,911","-230,388","-245,928","15,172,776","-130,974","138,991","-134,461","-120,792","-582,839","-177,376","-159,702","-19,568","-456,995","-158,091","-114,326","-147,622","-61,925","-106,062","-51,573","139,575","379","-82,319","-588,247","1,041,692","1,171,421","8,839","74,727","-144,930","-343,797","-433,548","-359,486","-657,736","-370,461","-768,000","-806,981","-1,190,000","3,177,171","-543,781","-691,996","-597,901","-817,499","-643,328","-800,000","-600,000","-500,000","-300,000","-700,000","-200,000","-300,000","-300,000",,"200,000","-600,000","-1,500,000","-300,000",,"0","100,000","-700,000","-100,000","-100,000","200,000",,"100,000","0",,"200,000","400,000","200,000","200,000","100,000","200,000","200,000","200,000","300,000","300,000","200,000","200,000","200,000","200,000",,"-200,000",,"200,000","100,000","100,000","200,000","200,000","300,000","200,000","200,000","200,000","200,000","100,000","100,000","100,000"
			NetIncomeContinuousOperations,"-31,800,000","-11,475,000","-5,286,000","-7,141,000","-7,898,000","-6,660,000","-6,010,000","-1,479,000","-8,105,000","-8,192,000","-7,038,000","-5,571,000","-7,023,000","-9,504,000","-5,229,514","-4,101,628","-7,427,440","-5,638,557","-2,499,179","-2,124,079","-2,060,179","-3,762,025","-5,626,984","-2,305,373","-2,802,696","-3,676,091","-3,611,493","-2,978,858","-3,190,873","-3,575,201","-6,491,266","-3,238,174","-3,741,471","-4,239,564","-4,108,795","-3,552,781","-3,457,799","-3,437,508","-4,042,105","-2,236,809","-1,029,719","-2,109,325","-2,136,986","-3,113,170","250,438","905,212","-375,072","-464,911","-230,388","-245,928","15,042,776","-130,974","138,991","-134,461","-120,792","-582,839","-177,376","-159,702","-19,568","-456,995","-158,091","-114,326","-115,972","-61,925","-106,062","-51,573","137,575","-19,133","-66,653","-378,311","182,157","-141,137","8,839","74,727","-144,930","-343,797","-433,548","-359,486","-657,736","-370,461","-768,000","-806,981","-1,190,000","3,177,171","-543,781","-691,996","-597,901","-817,499","-643,328","-800,000","-600,000","-500,000","-300,000","-700,000","-200,000","-300,000","-300,000",,"200,000","-600,000","-1,500,000","-300,000",,"0","100,000","-700,000","-100,000","-100,000","200,000",,"100,000","0",,"200,000","400,000","200,000","200,000","100,000","200,000","200,000","200,000","300,000","300,000","200,000","200,000","200,000","200,000",,"-200,000",,"200,000","100,000","100,000","200,000","200,000","300,000","200,000","200,000","200,000","200,000","100,000","100,000","100,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000","19,512","-15,666","-209,936","859,535","1,312,558",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	PreferredStockDividends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","329,832",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"-31,800,000","-11,475,000","-5,286,000","-7,141,000","-7,898,000","-6,660,000","-6,010,000","-1,479,000","-8,105,000","-8,192,000","-7,038,000","-5,571,000","-7,023,000","-9,504,000","-5,229,514","-4,101,628","-7,427,440","-5,638,557","-2,499,179","-2,124,079","-2,060,179","-3,762,025","-5,626,984","-2,305,373","-2,802,696","-3,676,091","-3,611,493","-2,978,858","-3,190,873","-3,575,201","-6,491,266","-3,238,174","-3,741,471","-4,239,564","-4,108,795","-3,552,781","-3,457,799","-3,437,508","-4,042,105","-2,236,809","-1,029,719","-2,109,325","-2,136,986","-3,443,002","250,438","905,212","-375,072","-464,911","-230,388","-245,928","15,172,776","-130,974","138,991","-134,461","-120,792","-582,839","-177,376","-159,702","-19,568","-456,995","-158,091","-114,326","-147,622","-61,925","-106,062","-51,573","139,575","379","-82,319","-588,247","1,041,692","1,171,421","8,839","74,727","-144,930","-343,797","-433,548","-359,486","-657,736","-370,461","-768,000","-806,981","-1,190,000","3,177,171","-543,781","-691,996","-597,901","-817,499","-643,328","-800,000","-600,000","-500,000","-300,000","-700,000","-200,000","-300,000","-300,000",,"200,000","-600,000","-1,500,000","-300,000",,"0","100,000","-700,000","-100,000","-100,000","200,000",,"100,000","0",,"200,000","400,000","200,000","200,000","100,000","200,000","200,000","200,000","300,000","300,000","200,000","200,000","200,000","200,000",,"-200,000",,"200,000",,,,,,,,,,,,
BasicEPS,,"-0.27",,"-0.17","-0.19","-0.16",,"-0.04","-0.2","-0.21","-0.18","-0.14","-0.18","-0.24","-0.13","-0.11","-0.2","-0.16","-0.07","-0.06","-0.06","-0.11","-0.17","-0.08","-0.09","-0.12","-0.12","-0.11","-0.13","-0.16",,"-0.19","-0.21","-0.24",,"-0.25","-0.31","-0.31",,"-0.2","-0.09","-0.19",,"-2.6","0.06","0.21",,"-0.11","-0.05","-0.06",,"-0.03","0.03","-0.03",,"-0.14","-0.04","-0.04",,"-0.11","-0.04","-0.03",,"-0.01","-0.03","-0.01",,"0","-0.02","-0.14",,"0.29","0","0.02",,"-0.09","-0.11","-0.09",,"-0.09","-0.19","-0.2","-0.3",,"-0.14","-0.18","-0.15",,"-0.17","-0.2","-0.16",,"-0.09","-0.17","-0.04",,"-0.07",,"0.04",,"-0.38","-0.07","0.01",,"0.04","-0.17","-0.03",,"0.05","0.01","0.02",,"0.01","0.07","0.1",,"0.06","0.02","0.07",,"0.08","0.08","0.08",,"0.08","0.08","0.07",,"-0.05","0.02","0.07",,"0.04","0.07","0.06",,"0.06","0.06","0.06",,"0.05","0.05","0.05"
DilutedEPS,,"-0.27",,"-0.17","-0.19","-0.16",,"-0.04","-0.2","-0.21","-0.18","-0.14","-0.18","-0.24","-0.13","-0.11","-0.2","-0.16","-0.07","-0.06","-0.06","-0.11","-0.17","-0.08","-0.09","-0.12","-0.12","-0.11","-0.13","-0.16",,"-0.19","-0.21","-0.24",,"-0.25","-0.31","-0.31",,"-0.2","-0.09","-0.19",,"-2.6","0.06","0.21",,"-0.11","-0.05","-0.06",,"-0.03","0.03","-0.03",,"-0.14","-0.04","-0.04",,"-0.11","-0.04","-0.03",,"-0.01","-0.03","-0.01",,"0","-0.02","-0.14",,"0.28","0","0.02",,"-0.09","-0.11","-0.09",,"-0.09","-0.19","-0.2","-0.3",,"-0.14","-0.18","-0.15",,"-0.17","-0.2","-0.16",,"-0.09","-0.17","-0.04",,"-0.07",,"0.04",,"-0.38","-0.07","0.01",,"0.04","-0.17","-0.03",,"0.05","0.01","0.02",,"0.01","0.07","0.1",,"0.06","0.02","0.07",,"0.08","0.08","0.08",,"0.08","0.08","0.07",,"-0.05","0.02","0.07",,"0.04","0.07","0.06",,"0.06","0.06","0.06",,"0.05","0.05","0.05"
BasicAverageShares,,"41,804,330",,"41,467,596","41,080,898","40,705,840",,"40,093,588","39,823,000","39,697,790","39,485,000","39,340,492","39,174,712","38,933,984","38,745,000","38,504,810","36,677,074","34,521,122","33,845,684","33,286,211","33,124,139","33,026,433","32,567,893","30,152,279","30,079,960","29,994,066","29,926,001","26,841,060","24,928,435","22,517,361",,"17,466,097","17,461,332","17,383,786",,"14,320,113","11,137,729","11,124,633",,"11,104,353","11,084,620","11,062,339",,"1,324,967","4,305,026","4,305,026",,"4,305,026","4,305,026","4,301,693",,"4,290,026","4,290,026","4,290,026",,"4,290,026","4,290,026","4,227,401",,"4,175,371","4,157,295","4,153,831",,"4,148,998","4,148,998","4,148,998",,"4,148,998","4,148,723","4,089,399",,"4,021,899","4,016,089","3,979,327",,"3,966,395","3,966,395","3,966,395",,"3,957,982","3,954,877","3,950,343","3,922,384",,"3,915,676","3,908,364","3,904,465",,"3,890,494","3,881,352","3,750,000",,"3,333,333","4,117,647","5,000,000",,"4,285,714","3,843,000","3,843,000",,"3,947,368","4,285,714","3,836,000",,"4,000,000","4,117,647","3,333,333",,"4,000,000","3,768,000","3,764,000",,"3,750,000","2,857,143","4,000,000",,"3,333,333","2,857,143","2,857,143",,"4,166,667","3,750,000","3,750,000",,"2,500,000","2,500,000","2,857,143",,"4,000,000","2,857,143","2,857,143",,"3,749,000","3,749,000","3,749,000",,"3,749,000","3,749,000","3,749,000",,"3,749,000","3,749,000","3,744,502"
DilutedAverageShares,,"41,804,330",,"41,467,596","41,080,898","40,705,840",,"40,093,588","39,823,000","39,697,790","39,485,000","39,340,492","39,174,712","38,933,984","38,745,000","38,504,810","36,677,074","34,521,122","33,845,684","33,286,211","33,124,139","33,026,433","32,567,893","30,152,279","30,079,960","29,994,066","29,926,001","26,841,060","24,928,435","22,517,361",,"17,466,097","17,461,332","17,383,786",,"14,320,113","11,137,729","11,124,633",,"11,104,353","11,084,620","11,062,339",,"1,324,967","4,308,493","4,310,661",,"4,305,026","4,305,026","4,301,693",,"4,290,026","4,305,827","4,290,026",,"4,290,026","4,290,026","4,227,401",,"4,175,371","4,157,295","4,153,831",,"4,148,998","4,148,998","4,148,998",,"4,148,998","4,148,723","4,089,399",,"4,174,772","4,047,985","4,140,735",,"3,966,395","3,966,395","3,966,395",,"3,957,982","3,954,877","3,950,343","3,922,384",,"3,915,676","3,908,364","3,904,465",,"3,890,494","3,881,352","3,750,000",,"3,333,333","4,117,647","5,000,000",,"4,285,714","3,843,000","3,843,000",,"3,947,368","4,285,714","3,836,000",,"4,000,000","4,117,647","3,333,333",,"4,000,000","3,768,000","3,764,000",,"3,750,000","2,857,143","4,000,000",,"3,333,333","2,857,143","2,857,143",,"4,166,667","3,750,000","3,750,000",,"2,500,000","2,500,000","2,857,143",,"4,000,000","2,857,143","2,857,143",,"3,749,000","3,749,000","3,749,000",,"3,749,000","3,749,000","3,749,000",,"3,749,000","3,749,000","3,744,502"
TotalOperatingIncomeAsReported,"-30,516,000","-11,320,000","-5,353,000","-6,689,000","-7,154,000","-6,220,000","-5,374,000","-1,045,000","-8,254,000","-8,509,000","-7,419,000","-6,112,000","-7,672,000","-10,203,000","-5,855,751","-4,834,581","-4,817,627","-4,992,041","-1,806,976","-1,498,425","-1,445,653","-3,200,232","-2,719,401","-1,181,687","-1,605,970","-2,622,804","-2,651,911","-1,917,826","-2,153,269","-2,543,704","-2,708,999","-1,802,904","-2,297,744","-2,991,142","-2,797,328","-2,276,994","-2,194,329","-2,323,554","-2,231,070","-2,042,988","-1,586,803","-1,941,075","-1,989,124","-2,626,434","513,189","1,487,020","-521,451","-613,505","-338,623","-374,946","16,082,957","-131,006","138,822","-134,992","-122,718","-585,847","-181,342","-166,883","-29,878","-469,283","-171,558","-129,202","-177,818","-61,925","-106,062","-51,573","137,575","-19,133","-66,653","-378,311","180,709","-141,137","1,505","79,676","-190,441","-336,772","-427,270","-290,675","-657,697","-335,922","-730,000","-768,268","-1,194,000","-1,510,979","-601,446","-640,325","-562,872","-829,002","-637,253","-800,000","-700,000","-500,000","-300,000","-700,000","-200,000","-200,000","-300,000","-100,000","200,000","200,000",,"-200,000",,"0","200,000","-700,000",,,"300,000",,,"0","100,000","200,000","500,000","200,000","200,000",,"300,000","300,000","300,000","300,000","300,000","300,000","200,000","200,000","300,000","-2,200,000","1,400,000","1,200,000","200,000",,,,,,,,,,,,
TotalExpenses,"157,844,000","42,327,000","36,890,000","37,893,000","40,734,000","37,257,000","37,869,000","34,473,000","30,370,000","32,770,000","35,581,000","34,676,000","34,373,000","33,488,000","29,288,255","27,494,720","25,402,125","22,251,900","18,777,981","17,544,678","16,613,717","15,441,305","14,128,073","12,386,911","11,987,853","10,734,563","10,460,759","10,071,501","8,570,522","7,495,020","7,502,613","6,474,244","6,511,937","6,129,398","5,782,006","5,234,456","5,056,618","4,466,486","4,275,982","4,023,837","3,599,316","3,594,505","3,350,770","3,767,202","1,730,922","2,137,987","563,568","639,878","341,877","394,475","8,151,786","155,221","471,489","177,099","155,304","599,869","186,417","187,912","130,309","469,283","171,558","129,202","177,818","96,308","106,062","143,850","116,582","87,850","105,835","459,607","884,291","141,137","1,518,641","2,399,624","2,179,263","2,314,779","2,051,686","1,936,365","2,398,337","2,349,871","2,313,000","2,282,763","3,919,000","5,211,900","4,608,082","4,696,809","4,751,766","5,182,066","4,572,078","4,100,000","3,700,000","3,600,000","3,500,000","3,800,000","3,100,000","2,900,000","3,600,000","3,400,000","3,400,000","3,100,000","3,000,000","3,200,000","3,000,000","2,600,000","3,600,000","4,000,000","3,500,000","3,700,000","3,900,000","3,700,000","2,900,000","2,800,000","2,200,000","2,300,000","2,600,000","2,700,000","2,100,000","1,900,000","1,800,000","1,800,000","1,700,000","1,600,000","1,800,000","1,900,000","1,900,000","1,800,000","1,400,000","-10,900,000","9,000,000","6,300,000","1,700,000",,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"-31,800,000","-11,475,000","-5,286,000","-7,141,000","-7,898,000","-6,660,000","-6,010,000","-1,479,000","-8,105,000","-8,192,000","-7,038,000","-5,571,000","-7,023,000","-9,504,000","-5,229,514","-4,101,628","-7,427,440","-5,638,557","-2,499,179","-2,124,079","-2,060,179","-3,762,025","-5,626,984","-2,305,373","-2,802,696","-3,676,091","-3,611,493","-2,978,858","-3,190,873","-3,575,201","-6,491,266","-3,238,174","-3,741,471","-4,239,564","-4,108,795","-3,552,781","-3,457,799","-3,437,508","-4,042,105","-2,236,809","-1,029,719","-2,109,325","-2,136,986","-3,113,170","250,438","905,212","-375,072","-464,911","-230,388","-245,928","15,172,776","-130,974","138,991","-134,461","-120,792","-582,839","-177,376","-159,702","-19,568","-456,995","-158,091","-114,326","-147,622","-61,925","-106,062","-51,573","139,575","379","-82,319","-588,247","1,041,692","1,171,421","8,839","74,727","-144,930","-343,797","-433,548","-359,486","-657,736","-370,461","-768,000","-806,981","-1,190,000","3,177,171","-543,781","-691,996","-597,901","-817,499","-643,328","-800,000","-600,000","-500,000","-300,000","-700,000","-200,000","-300,000","-300,000",,"200,000","-600,000","-1,500,000","-300,000",,"0","100,000","-700,000","-100,000","-100,000","200,000",,"100,000","0",,"200,000","400,000","200,000","200,000","100,000","200,000","200,000","200,000","300,000","300,000","200,000","200,000","200,000","200,000",,"-200,000",,"200,000",,,,,,,,,,,,
NormalizedIncome,"-32,059,000","-11,681,000","-5,423,000","-7,112,000","-7,843,000","-6,694,000","-5,993,000","-1,436,000","-8,105,000","-8,503,000","-7,477,000","-6,126,000","-7,677,000","-10,220,000","-5,870,963","-4,828,743","-5,241,326","-5,638,557","-2,499,179","-2,124,079","-2,060,179","-3,762,025","-5,626,984","-2,305,373","-2,802,696","-3,676,091","-3,611,493","-2,978,858","-3,190,873","-3,575,201","-6,491,266","-3,238,174","-3,741,471","-4,239,564","-4,108,795","-3,552,781","-3,457,799","-3,437,508","-4,042,105","-2,248,427","-1,033,522.15","-2,101,151","-2,146,832.2","-3,113,551","250,438","905,212","-375,072","-464,911","-230,388","-245,928","15,042,776","-130,974","138,991","-134,461","-120,792","-582,839","-177,376","-159,702","-19,568","-456,995","-158,091","-114,326","-115,972","-61,925","-106,062","-51,573","137,575","-19,133","-66,653","-378,311","182,157","-141,137","1,330","74,821.8","-147,523","-343,455","-432,991","-309,607","-659,212","-373,777","-768,000","-807,034","-1,211,000","605,683.2","-646,378","-685,070.2","-596,558.2","-822,283.4","-639,683","-800,000","-600,000","-500,000","-300,000","-700,000","-200,000","-300,000","-300,000",,"200,000","-300,000","-540,000","-360,000",,"0","100,000","-700,000","-100,000","-100,000","200,000",,"100,000","0",,"200,000","400,000","200,000","133,333.333","100,000","200,000","200,000","200,000","300,000","300,000","133,333.333","200,000","200,000","133,333.333",,"-80,000",,"200,000",,,,,,,,,,,,
InterestIncome,,,,,,,,,"237,000",,"439,000",,,,,"5,964","156,411",,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,749","1,692","10,090","4,836","4,235","4,018","1,222","32","169","531",,"3,008",,,,,"13,467",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"1,266,000","354,000","-71,000","417,000","565,000","444,000","595,000","397,000","31,000","31,000","8,000","7,000","11,000","14,000","2,810","0","564,873","646,281","686,817","624,051","600,494","552,040","2,910,829","1,120,882","1,196,109","1,033,837","959,377","1,073,677","1,054,984","1,028,494","3,790,302","1,435,687","1,444,315","1,242,533","1,346,055","1,275,819","1,264,860","1,111,837","1,827,470","205,439","185,201","160,076","163,010","487,117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,791","6,457","6,683",,,,,"38,000",,,,,"40,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-2,400,000",,,,,,,,,,,,,,,
NetInterestIncome,"-1,266,000","-354,000","71,000","-417,000","-565,000","-444,000","-595,000","-397,000","206,000","-31,000","-8,000","-7,000","-11,000","-14,000","-2,810","5,964","-408,462","-646,281","-686,817","-624,051","-600,494","-552,040","-2,910,829","-1,120,882","-1,196,109","-1,033,837","-959,377","-1,073,677","-1,054,984","-1,028,494","-3,790,302","-1,435,687","-1,444,315","-1,242,533","-1,346,055","-1,275,819","-1,264,860","-1,111,837","-1,827,470","-205,439","-185,201","-160,076","-163,010","-487,117","23,749","1,692","10,090","4,836","4,235","4,018","1,222","32","169","531",,"3,008",,,,,"13,467",,,,,,,,,,,,,"-4,791","-6,457","-6,683",,,,,"-38,000",,,,,"-40,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,400,000",,,,,,,,,,,,,,,
EBIT,"-30,534,000","-11,121,000","-5,357,000","-6,724,000","-7,333,000","-6,216,000","-5,415,000","-1,082,000","-8,074,000","-8,161,000","-7,030,000","-5,564,000","-7,012,000","-9,490,000","-5,226,704","-4,101,628","-6,862,567","-4,992,276","-1,812,362","-1,500,028","-1,459,685","-3,209,985","-2,716,155","-1,184,491","-1,606,587","-2,642,254","-2,652,116","-1,905,181","-2,135,889","-2,546,707","-2,700,964","-1,802,487","-2,297,156","-2,997,031","-2,762,740","-2,276,962","-2,192,939","-2,325,671","-2,216,393","-2,031,370","-1,580,952","-1,949,249","-2,041,266","-2,626,053","513,189","1,487,020","-521,451","-613,505","-338,623","-374,946","16,082,957","-131,006","138,822","-134,992","-122,718","-585,847","-181,342","-166,883","-29,878","-469,283","-171,558","-129,202","-177,818","-61,925","-106,062","-51,573","137,575","-19,133","-66,653","-378,311","180,709","-141,137","1,505","79,676","-190,441","-336,772","-427,270","-290,675","-657,697","-335,922","-730,000","-768,268","-1,194,000","-1,700,224","-436,304","-640,325","-562,872","-829,002","-637,253","-800,000","-700,000","-500,000","-300,000","-700,000","-200,000","-200,000","-300,000","-100,000","200,000","200,000","0","-200,000","0","0","200,000","-700,000","0","-400,000","300,000","0","0","0","100,000","200,000","500,000","200,000","200,000","0","300,000","300,000","300,000","300,000","300,000","300,000","200,000","200,000","300,000","-2,200,000","1,400,000","1,200,000","200,000","-4,100,000","1,600,000","1,700,000","1,500,000","-3,200,000","1,400,000","1,400,000","1,400,000","-3,100,000","1,200,000","1,200,000","1,200,000"
EBITDA,"-25,912,000"
ReconciledCostOfRevenue,"23,305,000","5,546,000","5,428,000","5,239,000","7,092,000","5,172,000","5,463,000","5,697,000","5,605,000","4,816,000","4,881,000","4,510,000","4,244,000","3,714,000","3,640,395","3,464,010","3,106,215","2,712,380","2,614,458","2,504,278","2,277,201","1,915,648","1,829,804","1,697,443","1,534,412","1,405,591","1,415,258","1,410,416","1,039,841","982,881","956,884","896,178","887,820","701,300","596,070","650,212","633,293","560,243","478,567","542,235","501,917","439,158","533,132","932,967","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,"105,835",,,,"1,146,872","1,733,535","1,468,982","1,638,530","1,233,409","1,154,391","1,651,649","1,419,673","1,115,000","1,026,144","1,784,000","3,011,524","2,569,995","2,534,179","2,390,533","2,545,182","2,215,761","1,900,000","1,900,000","1,800,000","1,900,000","1,900,000","1,700,000","1,700,000","2,300,000","2,200,000","2,200,000","1,900,000","1,700,000","1,700,000","1,600,000","1,400,000","2,000,000","1,800,000","1,800,000","1,700,000","2,300,000","2,200,000","1,400,000","1,600,000","1,300,000","1,500,000","1,700,000","1,900,000","1,300,000","1,100,000","1,000,000","1,300,000","1,000,000","1,000,000","1,200,000","1,400,000","1,300,000","1,100,000","900,000","-6,700,000","5,400,000","4,100,000","1,000,000",,,,,,,,,,,,
ReconciledDepreciation,"4,622,000","1,200,000","1,116,000","1,164,000","1,142,000","1,319,000","1,074,000","894,000","679,000","813,000","805,000","686,000","712,000","674,000","217,766","218,565","215,131","199,538","159,306","147,716","128,034","131,548","125,305","111,560","104,751","94,872","72,921","65,727","56,650","53,670","54,036","54,872","45,087","44,899","33,287","32,827","34,391","37,827","-76,064","225,353","80,430","85,110","89,491","241,792","4,118","5,274","3,110","5,760","5,681","5,216","5,161","5,054","6,452","6,342","6,533","5,833","5,807","4,951","5,063","5,622","5,735","5,853","6,115","6,224","6,382","6,739","6,936","4,180","4,504","4,422","6,544","23,649","91,248","90,843","127,763","124,025","133,194","138,285","161,051","144,085","162,706","157,294","149,000","28,272","165,142","163,532","164,330","200,621","207,403","300,000","200,000","300,000","100,000","300,000","200,000","200,000","200,000","200,000","200,000","200,000","300,000","200,000","300,000","300,000","300,000","200,000","300,000","300,000","200,000","200,000","200,000","200,000","200,000","100,000","100,000","200,000","100,000","100,000","100,000","0","100,000","100,000","100,000","100,000","0","100,000","100,000","-700,000","600,000","300,000","100,000",,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"-31,800,000","-11,475,000","-5,286,000","-7,141,000","-7,898,000","-6,660,000","-6,010,000","-1,479,000","-8,105,000","-8,192,000","-7,038,000","-5,571,000","-7,023,000","-9,504,000","-5,229,514","-4,101,628","-7,427,440","-5,638,557","-2,499,179","-2,124,079","-2,060,179","-3,762,025","-5,626,984","-2,305,373","-2,802,696","-3,676,091","-3,611,493","-2,978,858","-3,190,873","-3,575,201","-6,491,266","-3,238,174","-3,741,471","-4,239,564","-4,108,795","-3,552,781","-3,457,799","-3,437,508","-4,042,105","-2,236,809","-1,029,719","-2,109,325","-2,136,986","-3,113,170","250,438","905,212","-375,072","-464,911","-230,388","-245,928","15,042,776","-130,974","138,991","-134,461","-120,792","-582,839","-177,376","-159,702","-19,568","-456,995","-158,091","-114,326","-115,972","-61,925","-106,062","-51,573","137,575","-19,133","-66,653","-378,311","182,157","-141,137","8,839","74,727","-144,930","-343,797","-433,548","-359,486","-657,736","-370,461","-768,000","-806,981","-1,190,000","3,177,171","-543,781","-691,996","-597,901","-817,499","-643,328","-800,000","-600,000","-500,000","-300,000","-700,000","-200,000","-300,000","-300,000",,"200,000","-600,000","-1,500,000","-300,000",,"0","100,000","-700,000","-100,000","-100,000","200,000",,"100,000","0",,"200,000","400,000","200,000","200,000","100,000","200,000","200,000","200,000","300,000","300,000","200,000","200,000","200,000","200,000",,"-200,000",,"200,000",,,,,,,,,,,,
TotalUnusualItemsExcludingGoodwill,"259,000","206,000","137,000","-29,000","-55,000","34,000","-17,000","-43,000","0","311,000","439,000","555,000","654,000","716,000","641,449","727,115","-2,186,114",,,"-1,603",,,,,,,,,,,,,,,"34,588",,,,,"11,618","5,851","-8,174","15,148","381",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12,515","-158","2,593","-342","-557","-49,879","1,476","3,316",,"53","35,000","4,285,813","102,597","-11,543","-2,238","7,974","-6,075",,,"0",,,,,,,,"-500,000","-1,600,000","100,000",,,,,,,,,,"0",,,,"0","100,000",,,"0",,,,"100,000",,,"100,000",,"-200,000",,,,,,,,,,,,,,
