name,ttm,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,09/30/2018,08/31/2018,06/30/2018,05/31/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,12/31/1988,09/30/1988,06/30/1988,03/31/1988,12/31/1987,09/30/1987,06/30/1987,03/31/1987,12/31/1986,09/30/1986,06/30/1986,03/31/1986,12/31/1985,09/30/1985
NetIncomeCommonStockholders,"1,169,342,000","114,014,000","325,471,000","322,926,000","404,969,000","350,418,000","579,219,000","305,393,000","302,464,000","44,631,000","112,315,000","194,632,000","48,161,000","666,678,000","44,556,000","61,393,000","191,581,000","60,182,000","721,659,000","98,004,000","124,026,000","-270,519,000","98,983,000","57,974,000","280,270,000","136,597,000","152,298,000","56,517,000","-222,880,000","54,755,000","-173,173,000","16,132,000","373,673,000","-9,357,000","53,415,000","63,517,000","91,919,000","8,243,000","2,879,000","51,015,000","303,111,000","454,166,000","106,674,000","-197,251,000","490,877,000","119,437,000","-291,022,000","186,309,000","10,507,000","1,695,222,000","287,755,000","-235,144,000","191,479,000","-90,935,000","370,199,000","411,023,000","-140,007,000","-2,715,841,000","89,462,000","186,778,000","-95,824,000","445,733,000","3,888,000","26,299,000","8,374,000","11,209,000","60,477,000","37,020,000","80,693,000","258,203,000","104,114,000","1,271,111,000","2,613,000","48,913,000","74,564,000","33,975,000","-11,952,000","39,333,000","56,090,000","15,417,000","-13,786,000","124,283,000","-2,484,000","27,081,000","12,743,000","18,065,000","-31,960,000","25,874,000","-19,487,000","52,116,000","28,791,000","9,528,000","25,573,000","8,300,000","37,000,000","13,200,000","156,300,000","28,900,000","-2,000,000","14,800,000","12,600,000","410,200,000","204,300,000","33,600,000","12,800,000","700,000","19,200,000","13,200,000","15,600,000","52,000,000","21,700,000","17,400,000","16,300,000","23,000,000","21,200,000","12,300,000","14,200,000","24,700,000","32,800,000","32,900,000","145,400,000","44,300,000","28,600,000","34,300,000","23,400,000","66,200,000","14,800,000","1,200,000","12,800,000","-1,300,000","11,600,000","33,100,000","3,800,000","41,900,000","11,800,000","7,000,000",,,,,,,,,,,,,,,
	NetIncome,"1,181,671,000","116,085,000","329,517,000","326,761,000","409,308,000","354,222,000","584,061,000","308,671,000","305,813,000","46,323,000","114,432,000","196,817,000","49,752,000","672,040,000","46,087,000","61,393,000","193,911,000","60,182,000","726,700,000","98,004,000","125,697,000","-270,429,000","100,523,000","59,208,000","282,424,000","138,187,000","155,374,000","58,304,000","-221,864,000","56,611,000","-172,157,000","17,421,000","381,775,000","-8,748,000","55,695,000","66,089,000","95,332,000","9,570,000","3,998,000","53,627,000","305,442,000","454,166,000","106,674,000","-197,251,000","490,877,000","119,437,000","-291,022,000","186,309,000","10,507,000","1,695,222,000","287,755,000","-235,144,000","191,479,000","-90,935,000","370,199,000","411,023,000","-140,007,000","-2,715,841,000","89,462,000","186,778,000","-95,824,000","445,733,000","3,888,000","26,299,000","8,374,000","11,209,000","60,477,000","37,020,000","80,693,000","258,203,000","104,114,000","1,271,111,000","2,613,000","48,913,000","74,564,000","33,975,000","-11,952,000","39,333,000","56,090,000","15,417,000","-13,786,000","124,283,000","-2,484,000","27,081,000","12,743,000","18,065,000","-31,960,000","25,874,000","-19,487,000","52,116,000","28,791,000","9,528,000","25,573,000","8,300,000","37,000,000","13,200,000","156,300,000","28,900,000","-2,000,000","14,800,000","12,600,000","410,200,000","204,300,000","33,600,000","12,800,000","700,000","19,200,000","13,200,000","15,600,000","52,000,000","21,700,000","17,400,000","16,300,000","23,000,000","21,200,000","12,300,000","14,200,000","24,700,000","32,800,000","32,900,000","145,400,000","44,300,000","28,600,000","34,300,000","23,400,000","66,200,000","14,800,000","1,200,000","12,800,000","-1,300,000","11,600,000","33,100,000","3,800,000","41,900,000","11,800,000","7,000,000",,,,,,,,,,,,,,,
		NetIncomeIncludingNoncontrollingInterests,"1,186,341,000","116,858,000","327,975,000","333,592,000","407,916,000","353,319,000","582,549,000","308,005,000","304,839,000","43,545,000","112,021,000","193,878,000","49,394,000","672,276,000","47,015,000","61,650,000","182,301,000","60,178,000","748,944,000","98,008,000","139,149,000","-251,905,000","136,767,000","74,062,000","293,923,000","166,105,000","176,206,000","70,612,000","-218,602,000","42,831,000","-180,183,000","15,034,000","374,429,000","-19,624,000","60,262,000","66,450,000","91,937,000","-11,015,000","14,383,000","58,536,000","300,289,000","450,840,000","114,334,000","-187,768,000","487,235,000","119,064,000","-291,352,000","186,458,000","10,786,000","1,695,039,000","289,970,000","-236,278,000","191,505,000","-91,836,000","369,580,000","410,984,000","-140,133,000","-2,176,773,000","89,462,000","186,778,000","-95,824,000","445,733,000","3,888,000","26,299,000","8,374,000","11,209,000","60,477,000","37,020,000","80,693,000","258,203,000","104,114,000","1,271,111,000","2,613,000","48,913,000","74,564,000","33,975,000","-11,952,000","39,333,000","56,090,000","16,797,000","-12,405,000","125,663,000","-1,104,000","28,461,000","14,124,000","19,445,000","-30,580,000","27,254,000","-18,106,000","53,496,000","30,171,000","10,908,000","26,954,000","9,700,000","38,400,000","14,600,000","157,700,000","30,800,000","100,000","16,900,000","14,700,000","412,300,000","206,200,000","35,700,000","14,600,000","700,000","19,200,000","13,200,000","15,600,000","52,000,000","21,700,000","17,400,000","16,400,000","23,400,000","21,200,000","12,500,000","14,400,000","22,600,000","34,100,000","33,300,000","145,900,000","26,900,000","35,700,000","38,800,000","29,200,000","72,200,000","19,100,000","3,500,000","15,700,000","1,300,000","15,900,000","35,200,000","7,300,000","46,000,000","14,700,000","8,100,000","4,800,000","3,200,000","6,600,000","6,200,000","7,700,000","-20,300,000","-5,600,000","1,600,000","6,200,000","35,100,000","20,500,000","6,700,000","11,200,000","2,800,000","3,700,000"
			NetIncomeContinuousOperations,"1,186,341,000","116,858,000","327,975,000","333,592,000","407,916,000","353,319,000","582,549,000","308,005,000","304,839,000","43,545,000","112,021,000","193,878,000","49,394,000","672,276,000","47,015,000","61,650,000","182,301,000","60,178,000","27,917,000","98,008,000","139,149,000","-251,905,000","136,767,000","74,062,000","293,923,000","166,105,000","176,206,000","70,612,000","-218,602,000","39,038,000","-181,912,000","15,034,000","374,429,000","-14,038,000","58,253,000","62,848,000","89,591,000","-7,934,000","10,223,000","58,243,000","300,770,000","450,510,000","116,945,000","-188,673,000","487,467,000","112,994,000","-292,017,000","183,288,000","12,429,000","1,830,573,000","262,487,000","-245,786,000","191,505,000","-94,506,000","345,775,000","410,984,000","-140,133,000","-2,759,727,000","89,462,000","186,778,000","-95,824,000","444,545,000","2,087,000","26,315,000","7,861,000","7,065,000","3,740,000","35,607,000","81,156,000","-98,622,000","103,588,000","1,216,533,000","2,613,000","52,997,000","74,713,000","31,919,000","-11,952,000","28,445,000","56,090,000","13,609,000","-13,786,000","124,283,000","-2,484,000","19,429,000","12,743,000","90,784,000","-31,960,000","25,874,000","-19,898,000","51,695,000","28,791,000","9,528,000","25,011,000","8,400,000","21,400,000","15,300,000","148,200,000","20,800,000","-2,000,000","14,800,000","12,600,000","-23,800,000","-11,400,000","27,200,000","5,800,000","7,500,000","19,200,000","13,200,000","15,600,000","52,000,000","21,700,000","17,400,000","16,300,000","23,000,000","21,200,000","12,300,000","14,200,000","24,700,000","32,800,000","32,900,000","25,900,000","44,300,000","28,600,000","34,300,000","23,400,000","67,300,000","15,000,000","1,400,000","10,700,000","-1,000,000","12,000,000","50,400,000","3,800,000","5,400,000","10,200,000","5,700,000","3,600,000","3,200,000","6,600,000","6,200,000","7,700,000","-18,400,000","-5,600,000","1,600,000","6,200,000","-10,500,000","11,700,000","6,900,000","11,500,000","3,100,000","2,500,000"
			NetIncomeDiscontinuousOperations,,,,,,,,,,,,"0","0","0","0",,"0",,"721,027,000",,,,,,,"0","0",,,"3,793,000","1,729,000","0","0","-5,586,000","2,009,000","3,602,000","2,346,000","-3,081,000","4,160,000","293,000","-481,000","330,000","-2,611,000","905,000","-232,000","6,070,000","665,000","3,170,000","-1,643,000","-135,534,000","27,483,000","9,508,000",,"2,670,000","23,805,000",,,,,,,"1,188,000","1,801,000","-16,000","513,000","4,144,000","56,737,000","1,413,000","-463,000","356,825,000","526,000","54,578,000",,"-4,084,000","-149,000","2,056,000",,"10,888,000",,"1,808,000",,"0",,"3,140,000",,,,,,,,,,"-15,600,000","15,600,000","500,000","8,100,000",,,,,"434,000,000","215,700,000","8,400,000","7,000,000",,,,,,,,,,,,,,,,,,,,,"-1,100,000","-200,000","-200,000","2,100,000","-300,000","-400,000","-17,300,000",,"36,500,000","1,600,000","1,300,000","1,200,000",,,,,,,,,"45,600,000","8,800,000","-200,000","-300,000","-300,000","1,200,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"411,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"119,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NetIncomeFromTaxLossCarryforward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,512,000",,,,,,"421,000",,,"562,000","15,500,000",,"-2,600,000",,,,,,"0",,"-2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		MinorityInterests,"-4,670,000","-773,000","1,542,000","-6,831,000","1,392,000","903,000","1,512,000","666,000","974,000","2,778,000","2,411,000","2,939,000","358,000","-236,000","-928,000","-257,000","11,610,000","4,000","-22,244,000","-4,000","-13,452,000","-18,524,000","-36,244,000","-14,854,000","-11,499,000","-27,918,000","-20,832,000","-12,308,000","-3,262,000","13,780,000","8,026,000","2,387,000","7,346,000","10,876,000","-4,567,000","-361,000","3,395,000","20,585,000","-10,385,000","-4,909,000","5,153,000","3,326,000","-7,660,000","-9,483,000","3,642,000","373,000","330,000","-149,000","-279,000","183,000","-2,215,000","1,134,000","-26,000","901,000","619,000","39,000","126,000",,,,,,,,,,,,,,,,,,,,,"0",,"-1,380,000","-1,381,000","-1,380,000","-1,380,000","-1,380,000","-1,381,000","-1,380,000","-1,380,000","-1,380,000","-1,381,000","-1,380,000","-1,380,000","-1,380,000","-1,381,000","-1,400,000","-1,400,000","-1,400,000","-1,400,000","-1,900,000","-2,100,000","-2,100,000","-2,100,000","-2,100,000","-1,900,000","-2,100,000","-1,800,000",,,,,,,,"-100,000","-400,000",,"-200,000","-200,000",,"-1,300,000","-400,000","-500,000",,"-7,100,000","-4,500,000","-5,800,000","-6,000,000","-4,300,000","-2,300,000","-2,900,000","-2,600,000","-4,300,000","-2,100,000","-3,500,000","-4,100,000","-2,900,000","-1,100,000",,,,,,,,,,,,,,,
	PreferredStockDividends,"7,838,000","2,071,000","2,070,000","1,848,000","1,849,000","1,626,000","1,626,000","1,404,000","1,404,000","1,404,000","1,422,000","1,276,000","1,275,000","1,276,000","1,276,000",,"1,276,000",,"1,171,000",,"1,172,000","1,172,000","1,172,000","1,015,000","1,016,000","1,016,000","1,016,000","1,015,000","1,016,000","1,016,000","1,016,000","1,015,000","1,016,000","1,015,000","1,016,000","1,015,000","1,016,000","1,016,000","1,027,000","1,015,000","339,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,"1,976,000","1,987,000","2,490,000","2,178,000","3,216,000","1,874,000","1,945,000","288,000","695,000","909,000","316,000","4,086,000","255,000",,"1,054,000",,"3,870,000",,"499,000","-1,082,000","368,000","219,000","1,138,000","574,000","2,060,000","772,000","0","840,000","0","274,000","7,086,000","-406,000","1,264,000","1,557,000","2,397,000","311,000","92,000","1,597,000","1,992,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AverageDilutionEarnings,,,"2,109,000","1,894,000","1,901,000","1,669,000","1,668,000","1,422,000","1,421,000","-9,000","1,419,000","1,242,000","-7,000","1,319,000","-7,000",,"1,279,000",,"37,000",,"1,171,000","-3,220,000","-2,000","-2,000","1,024,000","-19,000","1,022,000","-9,000","0","-10,000","0","-19,000","1,070,000","-39,000","-16,000","87,000","1,656,000","1,623,000","-62,000","-29,000","1,008,000",,,,,,,"654,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"1,173,139,000","114,014,000","327,580,000","324,820,000","406,870,000","352,087,000","580,887,000","306,815,000","303,885,000","44,622,000","113,734,000","195,874,000","48,154,000","667,997,000","44,549,000","61,393,000","192,860,000","60,182,000","721,696,000","98,004,000","125,197,000","-273,739,000","98,981,000","57,972,000","281,294,000","136,578,000","153,320,000","56,508,000","-222,880,000","54,745,000","-173,173,000","16,113,000","374,743,000","-9,396,000","53,399,000","63,604,000","93,575,000","9,866,000","2,817,000","50,986,000","304,119,000","456,792,000","106,674,000","-197,251,000","490,877,000","119,437,000","-291,022,000","186,963,000","10,507,000","1,695,222,000","287,755,000","-235,144,000","191,479,000","-90,935,000","370,199,000","411,023,000","-140,007,000","-2,715,841,000","89,462,000","186,778,000","-95,824,000","445,733,000","3,888,000","26,299,000","8,374,000","11,209,000","60,477,000","37,020,000","80,693,000","258,203,000","104,114,000","1,271,111,000","2,613,000","48,913,000","74,564,000","33,975,000","-11,952,000","39,333,000","56,090,000","15,417,000","-13,786,000","124,283,000","-2,484,000","27,081,000","12,743,000","18,065,000","-31,960,000","25,874,000","-19,487,000","52,116,000","28,791,000","9,528,000","25,573,000","8,300,000","37,000,000","13,200,000","156,300,000","28,900,000","-2,000,000","14,800,000","12,600,000","410,200,000","204,300,000","33,600,000","12,800,000","700,000","19,200,000","13,200,000","15,600,000","52,000,000","21,700,000","17,400,000","16,300,000","23,000,000","21,200,000","12,300,000","14,200,000","24,700,000","32,800,000","32,900,000","145,400,000","44,300,000","28,600,000","34,300,000","23,400,000","66,200,000","14,800,000","1,200,000","12,800,000","-1,300,000","11,600,000","33,100,000","3,800,000","41,900,000","11,800,000","7,000,000",,,,,,,,,,,,,,,
BasicEPS,,"0.46","1.26","1.23","1.54","1.33","2.17","1.12","1.08","0.16","0.37","0.63","0.16","2.17","0.14","0.2","0.56","0.181","2.05","0.284","0.34",,"0.27","0.16","0.76",,"0.41","0.15","-0.6",,"-0.47","0.04","1",,"0.14","0.17","0.25",,"0.01","0.14","1.1",,"0.44","-0.81","2.01",,"-1.19","0.76","0.04",,"1.18","-0.97","0.79",,"1.52","1.7","-0.59",,"0.38","0.81","-0.43",,"0.02","0.12","0.04",,"0.28","0.17","0.375",,"0.48","5.905","0.01",,"0.35","0.16","-0.057",,"0.313","0.087","-0.077",,"-0.013","0.163","0.077",,"-0.193","0.157","-0.117",,"0.173","0.057","0.153",,"0.21","0.073","0.85",,"-0.01","0.077","0.067",,"1.077","0.183","0.137",,"0.107","0.073","0.087",,"0.123","0.1","0.093",,"0.123","0.07","0.083",,"0.187","0.19","0.824",,"0.197","0.237","0.323",,"0.107","0.007","0.097",,"0.08","0.227","0.027",,"0.077","0.037","0.033",,"0.043","0.04","0.05",,"-0.037","0.01","0.037",,"0.073","0.037","0.063",,"0.02"
DilutedEPS,,"0.45","1.23","1.2","1.5","1.3","2.13","1.11","1.07","0.16","0.37","0.62","0.15","2.14","0.14","0.2","0.55","0.181","2.03","0.284","0.34",,"0.27","0.16","0.75",,"0.41","0.15","-0.6",,"-0.47","0.04","0.99",,"0.14","0.17","0.25",,"0.01","0.14","1.08",,"0.43","-0.81","1.97",,"-1.19","0.75","0.04",,"1.17","-0.97","0.78",,"1.5","1.67","-0.59",,"0.37","0.76","-0.43",,"0.02","0.12","0.04",,"0.27","0.17","0.36",,"0.465","5.515","0.01",,"0.333","0.157","-0.057",,"0.31","0.087","-0.077",,"-0.013","0.163","0.077",,"-0.193","0.157","-0.117",,"0.173","0.057","0.153",,"0.21","0.073","0.85",,"-0.01","0.077","0.067",,"1.077","0.177","0.137",,"0.103","0.073","0.087",,"0.12","0.1","0.093",,"0.12","0.07","0.083",,"0.183","0.183","0.804",,"0.193","0.237","0.323",,"0.107","0.007","0.097",,"0.08","0.227","0.027",,"0.077","0.037","0.03",,"0.04","0.04","0.047",,"-0.037","0.01","0.037",,"0.073","0.037","0.057",,"0.02"
BasicAverageShares,,"249,142,000","257,552,000","261,637,000","263,087,000","263,280,000","266,386,000","272,901,000","280,695,000","286,764,000","302,406,000","310,266,000","310,288,000","307,010,000","315,175,000","307,515,472","341,434,000","331,415,732","352,049,000","344,540,975","366,427,000",,"367,828,000","369,212,000","369,267,000",,"370,404,000","372,556,000","372,367,000",,"372,547,000","373,654,000","373,541,000",,"373,347,000","371,979,000","368,487,000",,"367,641,000","367,752,000","275,735,000",,"244,583,000","244,583,000","244,583,000",,"244,580,000","244,521,000","244,082,000",,"243,317,000","243,312,000","243,291,000",,"243,238,000","241,095,000","238,499,000",,"235,426,316","230,235,000","222,846,512",,"194,400,000","219,158,333","209,350,000",,"215,989,286","217,764,706","215,181,333",,"216,904,167","215,260,119","261,300,000",,"213,040,000","212,343,750","210,917,647",,"179,010,638","177,888,462","179,817,391",,"186,300,000","165,802,041","166,213,043",,"165,310,345","165,153,191","167,031,429",,"166,101,923","168,141,176","166,780,435",,"176,102,425","179,910,045","183,790,458",,"199,900,050","192,947,005","188,905,547",,"189,657,493","183,181,137","181,380,000",,"181,511,244","181,565,218","181,667,166",,"175,858,017","173,913,043","174,555,579",,"171,805,989","175,626,472","170,314,843",,"175,626,472","173,071,359","176,510,935",,"145,351,053","144,857,149","72,334,967",,"138,680,660","132,347,619","132,347,619",,"144,927,536","145,956,434","142,428,786",,"153,836,125","190,813,684","165,409,296",,"192,095,952","192,095,952","192,095,952",,"166,920,540","166,920,540","165,085,458",,"165,085,458","175,928,036","131,526,236",,"215,988,006"
DilutedAverageShares,,"251,979,000","266,571,000","270,743,000","271,405,000","271,092,000","272,881,000","277,342,000","285,136,000","286,764,000","308,280,000","316,566,000","311,897,000","312,527,000","318,752,000","307,515,472","350,307,000","331,415,732","356,075,000","344,540,975","373,461,000",,"370,198,000","371,552,000","375,721,000",,"374,567,000","372,556,000","372,367,000",,"372,547,000","373,662,000","377,713,000",,"373,375,000","373,179,000","377,348,000",,"367,687,000","367,837,000","281,587,000",,"248,910,000","244,583,000","248,945,000",,"244,580,000","249,026,000","244,620,000",,"247,572,000","243,312,000","247,594,000",,"247,711,000","248,135,000","238,499,000",,"241,789,189","247,234,000","222,846,512",,"194,400,000","219,158,333","209,350,000",,"223,988,889","217,764,706","224,147,222",,"223,901,075","230,482,502","261,300,000",,"223,692,000","216,861,702","210,917,647",,"180,935,484","177,888,462","179,817,391",,"186,300,000","165,802,041","166,213,043",,"165,310,345","165,153,191","167,031,429",,"166,101,923","168,141,176","166,780,435",,"176,102,425","179,910,045","183,790,458",,"199,900,050","192,947,005","188,905,547",,"189,657,493","190,093,632","181,380,000",,"181,511,244","181,565,218","181,667,166",,"180,742,962","173,913,043","174,555,579",,"176,578,377","175,626,472","170,314,843",,"178,819,681","179,364,863","180,905,398",,"147,857,106","144,857,149","72,334,967",,"138,680,660","132,347,619","132,347,619",,"144,927,536","145,956,434","142,428,786",,"153,836,125","190,813,684","165,409,296",,"192,095,952","192,095,952","192,095,952",,"166,920,540","166,920,540","165,085,458",,"165,085,458","175,928,036","131,526,236",,"215,988,006"
RentExpenseSupplemental,,,,,,,,,,,,,,,,"25,809,000",,"25,559,000",,"24,993,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalExpenses,"5,620,899,000","1,180,841,000","1,520,483,000","1,570,658,000","1,559,802,000","1,668,664,000","1,892,235,000","1,633,136,000","1,418,310,000","1,295,303,000","1,466,615,000","1,278,797,000","1,282,176,000","1,349,062,000","1,173,008,000","665,071,000","1,205,152,000","671,791,000","1,239,664,000","683,125,000","2,871,915,000","2,914,382,000","2,971,922,000","2,879,137,000","2,553,698,000","2,760,050,000","2,670,304,000","2,753,744,000","2,529,324,000","2,660,889,000","2,862,451,000","3,084,467,000","2,829,865,000","2,950,605,000","3,124,422,000","3,026,555,000","3,020,122,000","3,032,124,000","2,739,548,000","2,869,292,000","2,008,786,000","2,119,938,000","2,024,253,000","2,048,680,000","2,036,975,000","206,274,000","189,690,000","206,412,000","175,527,000","255,616,000","213,197,000","300,179,000","299,938,000","278,874,000","281,391,000","382,468,000","298,439,000","319,624,000","323,557,000","336,709,000","321,860,000","319,910,000","314,074,000","280,557,000","185,905,000","171,963,000","153,442,000","203,654,000","258,764,000","-1,009,358,000","666,328,000","633,751,000","543,887,000","542,105,000","527,044,000","522,670,000","526,432,000","333,002,000","94,506,000","65,045,000","54,301,000","65,738,000","70,047,000","54,239,000","61,610,000","-68,260,000","95,915,000","93,346,000","145,424,000","142,415,000","113,459,000","106,080,000","102,518,000","117,800,000","89,900,000","99,300,000","105,400,000","120,000,000","103,100,000","117,000,000","115,900,000","171,400,000","151,300,000","285,600,000","285,300,000","343,100,000","335,300,000","347,900,000","347,500,000","360,300,000","347,700,000","339,900,000","325,500,000","332,700,000","307,900,000","295,700,000","303,100,000","290,900,000","282,500,000","309,000,000","309,200,000","342,600,000","332,700,000","331,600,000","384,000,000","334,500,000","288,100,000","156,000,000","161,300,000","144,900,000","138,600,000","132,300,000","135,100,000","117,000,000","141,600,000","166,700,000",,,,,,,,,,,,,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"1,181,671,000","116,085,000","329,517,000","326,761,000","409,308,000","354,222,000","584,061,000","308,671,000","305,813,000","46,323,000","114,432,000","196,817,000","49,752,000","672,040,000","46,087,000","61,393,000","193,911,000","60,182,000","726,700,000","98,004,000","125,697,000","-270,429,000","100,523,000","59,208,000","282,424,000","138,187,000","155,374,000","58,304,000","-221,864,000","56,611,000","-172,157,000","17,421,000","381,775,000","-8,748,000","55,695,000","66,089,000","95,332,000","9,570,000","3,998,000","53,627,000","305,442,000","454,166,000","106,674,000","-197,251,000","490,877,000","119,437,000","-291,022,000","186,309,000","10,507,000","1,695,222,000","287,755,000","-235,144,000","191,479,000","-90,935,000","370,199,000","411,023,000","-140,007,000","-2,715,841,000","89,462,000","186,778,000","-95,824,000","445,733,000","3,888,000","26,299,000","8,374,000","11,209,000","60,477,000","37,020,000","80,693,000","258,203,000","104,114,000","1,271,111,000","2,613,000","48,913,000","74,564,000","33,975,000","-11,952,000","39,333,000","56,090,000","15,417,000","-13,786,000","124,283,000","-2,484,000","22,569,000","12,743,000","18,065,000","-31,960,000","25,874,000","-19,898,000","51,695,000","28,791,000","9,528,000","25,011,000","-7,200,000","37,000,000","15,800,000","156,300,000","28,900,000","-2,000,000","14,800,000","12,600,000","410,200,000","204,300,000","35,600,000","12,800,000","7,500,000","19,200,000","13,200,000","15,600,000","52,000,000","21,700,000","17,400,000","16,300,000","23,000,000","21,200,000","12,300,000","14,200,000","24,700,000","32,800,000","32,900,000","25,900,000","44,300,000","28,600,000","34,300,000","23,400,000","66,200,000","14,800,000","1,200,000","12,800,000","-1,300,000","11,600,000","33,100,000","3,800,000","41,900,000","11,800,000","7,000,000",,,,,,,,,,,,,,,
NormalizedIncome,"1,181,671,000","116,085,000","329,517,000","326,761,000","409,308,000","354,222,000","584,061,000","308,671,000","305,813,000","46,323,000","114,432,000","196,817,000","49,752,000","672,040,000","46,087,000","61,393,000","193,911,000","60,182,000","5,673,000","98,004,000","125,697,000","-270,429,000","100,523,000","59,208,000","282,424,000","138,187,000","155,374,000","58,304,000","-221,864,000","52,818,000","-173,886,000","17,421,000","381,775,000","-3,162,000","53,686,000","62,487,000","92,986,000","12,651,000","-162,000","53,334,000","305,923,000","-198,419,918.286","91,610,200","-198,156,000","491,109,000","113,367,000","-291,687,000","121,692,137.768","-89,456,700","1,830,756,000","260,272,000","-244,652,000","191,479,000","-93,605,000","346,394,000","411,023,000","-140,007,000","-2,759,727,000","99,658,483.934","145,918,350","-130,727,970.268","479,552,700","-44,304,877.346","-41,491,050","-36,222,000","-34,179,000","-35,180,800","-40,257,270.397","-32,318,424.239","-120,294,000","-3,641,600","1,160,827,800","-38,456,385.542","17,296,400","-72,263,601.329","-24,404,200","-39,373,200","28,445,000","56,090,000","13,609,000","-13,786,000","124,283,000","-2,484,000","19,429,000","12,743,000","90,784,000","-31,960,000","25,874,000","-19,898,000","51,695,000","28,791,000","9,528,000","25,011,000","8,400,000","21,400,000","15,300,000","148,200,000","20,800,000","-2,000,000","14,800,000","12,600,000","-23,800,000","-11,400,000","27,200,000","5,800,000","7,500,000","19,200,000","13,200,000","15,600,000","52,000,000","21,700,000","17,400,000","16,300,000","23,000,000","21,200,000","12,300,000","14,200,000","24,700,000","32,800,000","32,900,000","25,900,000","44,300,000","28,600,000","34,300,000","23,400,000","67,300,000","15,000,000","1,400,000","10,700,000","-1,000,000","12,000,000","50,400,000","3,800,000","5,400,000","10,200,000","5,700,000",,,,,,,,,,,,,,,
InterestExpense,,,,,,,"20,367,000",,,,"21,554,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,106,000","21,373,000","28,868,000","27,525,000","27,538,000","27,837,000","28,977,000","30,475,000","31,353,000","31,497,000","31,491,000","31,560,000","31,472,000","32,384,000","33,387,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
